pubmed_id,title,abstract
35975534,MicroRNA-21-5p Regulates CD3+T Lymphocytes Through VCL and LTF in Patients with Immune Thrombocytopenia.,"Immune thrombocytopenia (ITP) is an autoimmune hemorrhagic disease with distinct clinical manifestations such as extensive skin petechiae, mucosal bleeding, and even visceral hemorrhage. In this study, CD3+T lymphocytes from ITP patients were screened for differentially expressed genes. The expression of miR-21 and miR-155 in T lymphocytes of ITP patients were investigated. The downstream target genes of miR-21 and miR-155 were also searched for the correlation between differentially expressed genes of ITP.
Differential gene screening was performed using the GSE43177 data set in the GEO database, and the expression of miR-21 and miR-155 in T lymphocytes of ITP patients was verified by qPCR. The interaction network of core downstream target genes and ITP differentially expressed genes of miR-21 and miR-155 were constructed with the STRING database, and the associated factors were verified by qPCR.
In ITP patients, the expression of CD8+T lymphocytes increased, the expression of CD4+T lymphocytes decreased, and the ratio of CD4+/CD8+T cells decreased. Fourteen genes were differentially expressed in CD3+T lymphocytes, all of which were upregulated, and the expression of S100A8 was increased in ITP patients. The expression of miR-21-5p and miR-155-5p increased in CD3+T lymphocytes of initial ITP patients. The core down-stream target gene VCL of miR-21 was associated with the differentially expressed genes such as LTF, LCN2, and DEFA4 in the interaction network. VCL expression was decreased and LTF expression was increased in ITP patients.
S100A8 plays an important role in the regulation of CD3+T lymphocytes in ITP patients. MiR-21-5p regulates the differentially expressed gene LTF by inhibiting the core downstream target gene VCL and participates in the immune mechanism of T lymphocytes in ITP patients. MiR-155-5p is also involved in the immunoregulatory mechanism of T lymphocytes in ITP patients."
35970827,"Second-dose ChAdOx1 and BNT162b2 COVID-19 vaccines and thrombocytopenic, thromboembolic and hemorrhagic events in Scotland.","We investigated thrombocytopenic, thromboembolic and hemorrhagic events following a second dose of ChAdOx1 and BNT162b2 using a self-controlled case series analysis. We used a national prospective cohort with 2.0 million(m) adults vaccinated with two doses of ChAdOx or 1.6 m with BNT162b2. The incidence rate ratio (IRR) for idiopathic thrombocytopenic purpura (ITP) 14-20 days post-ChAdOx1 second dose was 2.14, 95% confidence interval (CI) 0.90-5.08. The incidence of ITP post-second dose ChAdOx1 was 0.59 (0.37-0.89) per 100,000 doses. No evidence of an increased risk of CVST was found for the 0-27 day risk period (IRR 0.83, 95% CI 0.16 to 4.26). However, few (≤5) events arose within this risk period. It is perhaps noteworthy that these events all clustered in the 7-13 day period (IRR 4.06, 95% CI 0.94 to 17.51). No other associations were found for second dose ChAdOx1, or any association for second dose BNT162b2 vaccination. Second dose ChAdOx1 vaccination was associated with increased borderline risks of ITP and CVST events. However, these events were rare thus providing reassurance about the safety of these vaccines. Further analyses including more cases are required to determine more precisely the risk profile for ITP and CVST after a second dose of ChAdOx1 vaccine."
35968197,Leukocytoclastic Vasculitis following the First Dose of the Elasomeran COVID-19 Vaccination.,"Our case highlights leukocytoclastic vasculitis as a potential side effect of the elasomeran COVID-19 vaccine. As the elasomeran vaccine becomes more widely available to the public, cutaneous reactions should be noted and looked for as potential side effects of the vaccine. Our patient had a history of immune thrombocytopenic purpura, making this a potential predisposing condition to the development of vasculitis following elasomeran administration. The case of vasculitis in our patient, although diffuse in distribution, was self-resolving. Our patient was counseled of the potential risk of worsening reaction to the second dose of the vaccine and instructed to proceed at their own risk. He elected to receive the second vaccination dose without any further reaction or side effects. Primary teaching points from this case include the potential of developing leukocytoclastic vasculitis following the elasomeran vaccination. Patients who develop LCV following the first dose should be counseled of the risks associated with receiving the second dose, including progression to systemic organ involvement."
35962219,Upfront rituximab therapy for thrombotic thrombocytopenic purpura in systemic lupus erythematosus: a case-based review.,"Systemic lupus erythematosus (SLE) is an autoimmune disease characterized by the production of various autoantibodies and deposition of immune complexes on tissues. Acquired thrombotic thrombocytopenic purpura (TTP) is a life-threatening hematological disorder that rarely develops in SLE, mainly caused by inhibitory or clearing autoantibody against ADAMTS13. Although B cells play critical roles in the pathogenesis of two diseases, the role of B-cell depletion therapy using rituximab (RTX), a chimeric monoclonal antibody targeting CD20, in the management of TTP associated with SLE remains unclear. We present a 27-year-old woman who manifested TTP and nephritis simultaneously at diagnosis of SLE. This patient successfully responded to high-dose glucocorticoids combined with plasma exchange, and early administration of RTX-induced sustained remission of TTP without relapse over 16 months. This literature review in light of our case demonstrates relationship between early intervention with RTX and better treatment response despite the degree of ADAMTS13 activity. Moreover, we discuss the clinical features in TTP associated with SLE, risk factors for the development of TTP in SLE, and possible outcomes based on RTX dose. It is important to consider upfront RTX as a promising treatment strategy for SLE-associated secondary TTP to improve short-term response and long-term prognosis."
35953336,Potential mechanisms of vaccine-induced thrombosis.,"Vaccine-induced immune thrombocytopenia and thrombosis (VITT) is a rare syndrome characterized by high-titer anti-platelet factor 4 (PF4) antibodies, thrombocytopenia and arterial and venous thrombosis in unusual sites, as cerebral venous sinuses and splanchnic veins. VITT has been described to occur almost exclusively after administration of ChAdOx1 nCoV-19 and Ad26.COV2.S adenovirus vector- based COVID-19 vaccines. Clinical and laboratory features of VITT resemble those of heparin-induced thrombocytopenia (HIT). It has been hypothesized that negatively charged polyadenylated hexone proteins of the AdV vectors could act as heparin to induce the conformational changes of PF4 molecule that lead to the formation of anti-PF4/polyanion antibodies. The anti-PF4 immune response in VITT is fostered by the presence of a proinflammatory milieu, elicited by some impurities found in ChAdOx1 nCoV-19 vaccine, as well as by soluble spike protein resulting from alternative splice events. Anti-PF4 antibodies bind PF4, forming immune complexes which activate platelets, monocytes and granulocytes, resulting in the VITT's immunothrombosis. The reason why only a tiny minority of patents receiving AdV-based COVID-19 vaccines develop VITT is still unknown. It has been hypothesized that individual intrinsic factors, either acquired (i.e., pre-priming of B cells to produce anti-PF4 antibodies by previous contacts with bacteria or viruses) or inherited (i.e., differences in platelet T-cell ubiquitin ligand-2 [TULA-2] expression) can predispose a few subjects to develop VITT. A better knowledge of the mechanistic basis of VITT is essential to improve the safety and the effectiveness of future vaccines and gene therapies using adenovirus vectors."
35950156,Severe Coronary Artery Vasospasm after Mitral Valve Replacement in a Diabetic Patient with Previous Stent Implantation: A Case Report.,"Postoperative coronary vasospasm is a well-known cause of angina that may lead to myocardial infarction if not treated promptly. We report a case of a 70-year-old female with severe mitral regurgitation submitted to mitral valve replacement, and a history of diabetes mellitus type II, stroke, idiopathic thrombocytopenic purpura on steroid therapy, and previous percutaneous coronary intervention (PCI) for severe obstruction of the circumflex coronary artery, 4 months prior to surgery. Immediately after intensive care unit admission, the patient developed pulseless electrical activity which required extracorporeal membrane oxygenation for hemodynamic support. The coronary angiography showed diffuse occlusive coronary artery vasospasm, ameliorated after intra-coronary administration of nitroglycerin. The following postoperative evolution was marked by cardiogenic shock and multiple organ dysfunction syndrome. Subsequent echocardiographic findings showed an increase in left ventricular function with an EF of 40%, and extracorporeal membrane oxygenation (ECMO) support was weaned after seven days. However, after a few hours, the patient progressively deteriorated, with cardiac arrest and no response to resuscitation maneuvers. Hemodynamic instability following the surgical procedure in a patient with previous PCI associated with an autoimmune disease and diabetes mellitus should raise the suspicion of a coronary artery vasospasm."
35949340,Immune thrombocytopenic purpura induced by the COVID-19 vaccine after the second dose in a 78-year-old patient: A case report.,"Coronavirus disease 2019 (COVID-19) has become a global pandemic, but treatment options remain limited. Up to now, vaccination has been the main strategy to prevent transmission and reduce disease severity. However, with follow-up observations after massive vaccination, immune thrombocytopenic purpura (ITP) induced by COVID-19 vaccines has attracted the attention of investigators. The present study reported the case of a 78-year-old elderly female who presented with 'oral bleeding for 2 days and scattered bleeding spots on the extremities for 1 day' after vaccination with the COVID-19 vaccine (Vero Cells), and blood routine analysis indicated a white blood cell count of 6.27x10"
35945607,Enhanced rare disease mapping for phenome-wide genetic association in the UK Biobank.,"Rare diseases collectively affect up to 10% of the population, but often lack effective treatment, and typically little is known about their pathophysiology. Major challenges include suboptimal phenotype mapping and limited statistical power. Population biobanks, such as the UK Biobank, recruit many individuals who can be affected by rare diseases; however, investigation into their utility for rare disease research remains limited. We hypothesized the UK Biobank can be used as a unique population assay for rare diseases in the general population.
We constructed a consensus mapping between ICD-10 codes and ORPHA codes for rare diseases, then identified individuals with each rare condition in the UK Biobank, and investigated their age at recruitment, sex bias, and comorbidity distributions. Using exome sequencing data from 167,246 individuals of European ancestry, we performed genetic association controlling for case/control imbalance (SAIGE) to identify potential rare pathogenic variants for each disease.
Using our mapping approach, we identified and characterized 420 rare diseases affecting 23,575 individuals in the UK Biobank. Significant genetic associations included JAK2 V617F for immune thrombocytopenic purpura (p = 1.24 × 10
Enhanced disease mapping and increased power from population biobanks can elucidate the demographics and genetic associations for rare diseases."
35936364,A Nomogram Model for Individualized Prediction of the Risk of Respiratory Tract Infection within Six Months after Diagnosis in Patients with Primary Immune Thrombocytopenia.,"The risk factors of upper respiratory tract infection (URI) within 6 months after diagnosis in patients with idiopathic thrombocytopenic purpura (ITP) were analyzed, and the nomogram model was established and verified, with 242 and 50 ITP patients as the training and validation set, respectively. The patients were followed up for six months after the diagnosis of ITP. The clinical data of patients were collected, and the risk factors of URI in ITP patients within six months after diagnosis were analyzed using univariable, followed by multivariable logistic regression. Among the 242 ITP patients in the training set, 52 cases (21.49%) had URI, including 24 cases of viral infection, 11 cases of Mycoplasma pneumoniae infection, and 17 cases of bacterial infection. Logistic regression analysis showed that advanced age, use of glucocorticoid, smoking history, platelet count, serum CRP level, and lymphocyte subsets CD"
35932324,Maternal and fetal outcomes of pregnancy occurring after a diagnosis of immune-mediated thrombotic thrombocytopenic purpura.,"Pregnancy is a well-established trigger for a first episode or relapse of immune thrombotic thrombocytopenic purpura (iTTP). Other outcomes of subsequent pregnancy after a diagnosis of iTTP are less well described. We conducted this retrospective cohort study to evaluate maternal and fetal outcomes of pregnancy in women with prior iTTP from the Johns Hopkins Thrombotic Microangiopathy Cohort. Of 168 women in the cohort, 102 were of reproductive age at diagnosis. Fourteen pregnancies (in 9 women) that occurred after the initial iTTP episode were included in the analysis. iTTP relapse occurred in 9 (64%) pregnancies. Out of the 9 instances of relapse, 5 relapses occurred in 2 women. Seven pregnancies (50%) ended in fetal death or miscarriage in the setting of iTTP relapse and three were electively terminated due to fear of relapse. Four pregnancies (50% of the 8 that progressed beyond 20 weeks) were complicated by preeclampsia or HELLP syndrome, which is over ten-fold higher than that of the general population. No maternal deaths occurred. Only 4 pregnancies resulted in live births, of which, 2 were pre-term. Pregnancy in women with prior iTTP is associated with a substantial risk of iTTP relapse and fetal loss. Preeclampsia and HELLP syndrome is also more common than that in the general population. ADAMTS13 monitoring and preemptive therapy may improve pregnancy outcomes, which needs to be evaluated prospectively."
35930913,High-throughput DNA methylation analysis in ITP confirms NOTCH1 hypermethylation through the Th1 and Th2 cell differentiation pathways.,"Immune thrombocytopenia (ITP) is a prevalent autoimmune disease with a complex aetiology where DNA methylation changes are becoming triggers.
To investigate novel abnormally methylated genes in the pathogenesis of ITP, we performed a high-throughput methylation analysis on 21 ITP patients and 9 normal control samples. We analysed the extent of key methylated genes and their downstream cytokines through Luminex assay or qRT-PCR. Then, bone marrow mononuclear cells were extracted from ITP patients, and decitabine (demethylation drug) was added to the culture medium of cultured cells. qRT-PCR and ELISA were used to detect whether decitabine could effectively affect target genes and related cytokines.
Through the STRING and Metascape databases, hypermethylated NOTCH1 can be identified and can influence ITP by regulating many downstream cytokines through Th1 and Th2 cell differentiation pathways. Compared with those in the normal control group, the expression levels of NOTCH1 and its downstream Th2 cytokines (IL-4, IL-10, and GATA3) were significantly decreased and those of Th1 cytokines (IFN-γ, IL-12, and TNF-α) were significantly increased in the ITP group. Decitabine exerts its demethylation effect, so the expression of NOTCH1 and its related cytokines in the ITP group treated with 100 nM decitabine were significantly reversed.
Our results suggest that the pathogenesis of ITP may exert its influence on epigenetics through alteration of DNA methylation at regulatory regions of the target NOTCH1 gene in the Th1 and Th2 cell differentiation pathways. At the same time, decitabine may achieve a therapeutic effect on ITP by demethylation."
35930694,Real-world effectiveness of caplacizumab vs the standard of care in immune thrombotic thrombocytopenic purpura.,"Immune thrombotic thrombocytopenic purpura (iTTP) is a thrombotic microangiopathy caused by anti-ADAMTS13 antibodies. Caplacizumab is approved for adults with an acute episode of iTTP in conjunction with plasma exchange (PEX) and immunosuppression. The objective of this study was to analyze and compare the safety and efficacy of caplacizumab vs the standard of care and assess the effect of the concomitant use of rituximab. A retrospective study from the Spanish TTP Registry of patients treated with caplacizumab vs those who did not receive it was conducted. A total of 155 patients with iTTP (77 caplacizumab, 78 no caplacizumab) were included. Patients initially treated with caplacizumab had fewer exacerbations (4.5% vs 20.5%; P < .05) and less refractoriness (4.5% vs 14.1%; P < .05) than those who were not treated. Time to clinical response was shorter when caplacizumab was used as initial treatment vs caplacizumab used after refractoriness or exacerbation. The multivariate analysis showed that its use in the first 3 days after PEX was associated with a lower number of PEX (odds ratio, 7.5; CI, 2.3-12.7; P < .05) and days of hospitalization (odds ratio, 11.2; CI, 5.6-16.9; P < .001) compared with standard therapy. There was no difference in time to clinical remission in patients treated with caplacizumab compared with the use of rituximab. No severe adverse event was described in the caplacizumab group. In summary, caplacizumab reduced exacerbations and refractoriness compared with standard of care regimens. When administered within the first 3 days after PEX, it also provided a faster clinical response, reducing hospitalization time and the need for PEX."
23149846,StatPearls,"Thrombocytopenia, defined as a platelet count of under 150 x 10^9/L, is the second most common hematological abnormality in pregnancy. The International working group (IWG) adopted a lower threshold of platelets, 100 x 10^9/L, to define immune thrombocytopenia, which is observed in less than 1% of all pregnancies. Thrombocytopenia in pregnancy occurs either due to obstetric conditions (like gestational thrombocytopenia, pre-eclampsia/eclampsia) or secondary to systemic disorders (like thrombocytopenic thrombotic purpura, immune thrombocytopenia). For the present discussion, the approach to thrombocytopenia has its basis on the trimester in which the thrombocytopenia develops and the etiology of the thrombocytopenia. This division will help in understanding the workup and guiding management. Even though thrombocytopenia is a common abnormality in pregnancy, it seldom leads to life-threatening complications by itself. The management of thrombocytopenia focuses on the underlying cause. Platelet transfusion is usually not required to achieve a particular goal and is only for bleeding patients. Local hospital policies govern the goal of platelet counts and are quite variable between institutions. Nevertheless, a hematologist must be involved in the management of thrombocytopenia in pregnancy, especially if the platelet count drops below 70 x 10^9/L, or if a coexistent bleeding disorder is either encountered or suspected."
30060276,StatPearls,"Immune thrombocytopenic purpura (ITP) is an autoimmune disease characterized by a low platelet count, purpura, and hemorrhagic episodes caused by antiplatelet autoantibodies. The diagnosis is typically made by excluding the known causes of thrombocytopenia. IgG autoantibodies sensitize the circulating platelets. It leads to the accelerated removal of these cells by antigen-presenting cells (macrophages) of the spleen and sometimes the liver or other components of the monocyte-macrophage system. The bone marrow compensates for platelet destruction by increasing platelet production. ITP most often occurs in healthy children and young adults within a few weeks following a viral infection. ITP is usually manageable with immunosuppressive therapy. An identical form of autoimmune thrombocytopenia can also be associated with chronic lymphocytic leukemia, lymphomas, SLE, infectious mononucleosis, and other bacterial and viral infections. Certain drugs can also cause immune thrombocytopenia indistinguishable from ITP. Most children have spontaneous remission within a few weeks or months, and splenectomy is rarely needed. However, young adults rarely have spontaneous remissions necessitating splenectomy within the first few months after diagnosis.  The International Working Group on ITP defines ITP according to the following clinical phases. These are as follows: 1. Newly diagnosed ITP is in the first three months post-diagnosis. 2. Persistent ITP is for 3-12 months. 3. Chronic ITP is for > 12 months. 4. Refractory ITP is the failure of splenectomy."
19005182,StatPearls,"The American Society of Hematology defines immune thrombocytopenic purpura (ITP) as isolated thrombocytopenia (platelet count <100,000/microL) with normal white blood cells and normal hemoglobin in the setting of a generalized purpuric rash. ITP was previously known as idiopathic thrombocytopenic purpura or immune thrombocytopenic purpura. ITP without a secondary cause or underlying disorder is known as primary ITP and is the focus of this article. Secondary ITP is defined as ITP with an underlying cause or disorder, which includes drug-induced or systemic illness-induced (e.g., SLE, HIV, CVID, etc.). Severe ITP (generally when platelet counts are below 20,000/microL) warrants medical treatment. Primary ITP is further categorized into three phases based on the timing and continuation of symptoms. Newly diagnosed ITP is defined as from the time of diagnosis to 3 months from diagnosis. Persistent ITP is the continuation of ITP from 3 to 12 months from initial diagnosis, and chronic ITP is the continuation of ITP after 12 months from initial diagnosis until resolution."
28943614,StatPearls,
35930692,Prolonged thrombocytopenia after CAR T-cell therapy: the role of thrombopoietin receptor agonists.,
35924375,The Value of Combined Detection of Megakaryocyte and Platelet Parameters for the Diagnosis of Primary Immune Thrombocytopenia.,
35923772,"Management of acquired, immune thrombocytopenic purpura (iTTP): beyond the acute phase.","Modern therapy for acute TTP has resulted in a dramatic improvement in outcomes, with the combination of plasma exchange, immunosuppression, and caplacizumab being associated with >90% survival rates following an acute episode. TTP is no longer associated with just the acute episode, but requires long-term follow-up. There remains significant morbidity associated with acute TTP, and many patients suffer marked neuropsychological sequelae, including impairment in cognitive functioning, affective disorders, and reduction in health-related quality of life measures. The focus of management beyond the acute phase centres on relapse prevention, "
35922885,Should dexamethasone alone or in combination be the initial steroid for adult ITP: Still a relevant question.,"Corticosteroids are used in first-line treatment in newly diagnosed immune thrombocytopenia. The goal of treatment is primarily to decrease autoantibody-mediated platelet clearance. Ideally initial treatment would not just increase the platelet count but also provide a long-term sustained remission. While many clinicians use prednisone (PDN) as their first choice of corticosteroid, others prefer dexamethasone. The controversy is the subject of debates. Short courses of higher-dose corticosteroids were first reported by the Andersen study in 1994. The study posited high-dose dexamethasone as a 'cure' for all ITP patients. Later, studies addressed the number of dexamethasone cycles, indications to repeat cycles and timing between cycles, with varied long-term results. The results with dexamethasone were compared to PDN in some studies: the four-day cycles of dexamethasone work faster in increasing platelet counts and appear to reduce the occurrence of severe adverse events. Therefore, it is probably a better option for patients with low platelet counts and bleeding diathesis; however, curative superiority, the initial reason to administer it, compared to PDN is not well demonstrated. Across the studies, treatment with high-dose dexamethasone seems to be safer, with lower incidence of all adverse events compared to PDN, which might be a reflection of shorter treatment duration and possibly also lower cumulative steroid dose. Dexamethasone in combination with rituximab in first-line treatment produced higher response rates with better long-term results compared to high-dose dexamethasone alone and is a particularly good option in younger women."
35920621,Distinct impact of IgG subclass on autoantibody pathogenicity in different IgG4-mediated diseases.,"IgG4 is the least potent human IgG subclass for the FcγR-mediated antibody effector function. Paradoxically, IgG4 is also the dominant IgG subclass of pathogenic autoantibodies in IgG4-mediated diseases. Here, we show that the IgG subclass and Fc-FcγR interaction have a distinct impact on the pathogenic function of autoantibodies in different IgG4-mediated diseases in mouse models. While IgG4 and its weak Fc-FcγR interaction have an ameliorative role in the pathogenicity of anti-ADAMTS13 autoantibodies isolated from thrombotic thrombocytopenic purpura (TTP) patients, they have an unexpected exacerbating effect on anti-Dsg1 autoantibody pathogenicity in pemphigus foliaceus (PF) models. Strikingly, a non-pathogenic anti-Dsg1 antibody variant optimized for FcγR-mediated effector function can attenuate the skin lesions induced by pathogenic anti-Dsg1 antibodies by promoting the clearance of dead keratinocytes. These studies suggest that IgG effector function contributes to the clearance of autoantibody-Ag complexes, which is harmful in TTP, but beneficial in PF and may provide new therapeutic opportunity."
35920091,Association of CD40 gene polymorphisms and immune thrombocytopenic purpura in the adult Egyptian population.,"The pathophysiology underlying primary adult immune thrombocytopenic purpura (ITP) has not yet been identified. However, many mechanisms affect the immune system, causing defective tolerance to self-platelets and megakaryocytes. Cluster of differentiation 40 (CD40) contributes to both humoral and cell-mediated immune responses.
This case‒control study was conducted to detect rs4810485G>T and rs1883832C>T polymorphisms of CD40 in Egyptian patients with persistent/chronic ITP to clarify their possible association with chronic disease evolution. This study included 50 patients with persistent/chronic ITP and 50 healthy controls. Genotyping was performed using the polymerase chain reaction‒restriction fragment length polymorphism technique.
Genotyping of rs1883832 and rs4810485 revealed no statistically significant differences between the two groups. However, combined gene polymorphism genotyping showed a statistically significant difference between the two groups (
Our results indicate a strong association between the combined polymorphism of both genes and susceptibility to developing ITP among adult Egyptian patients. Targeting this pathway using novel therapeutic approaches is promising."
35920090,Endothelial nitric oxide synthase Glu298Asp gene polymorphism in the cases of idiopathic thrombocytopenic purpura.,"Nitric oxide (NO) can induce apoptosis in megakaryocytes. Stimulatory function of NO on platelet production may be important in the pathophysiology of idiopathic thrombocytopenic purpura (ITP). NO is produced by three isoforms of NO synthase (NOS). The endothelial nitric oxide synthase (eNOS) isoform has been detected in platelets. Polymorphism of the eNOS gene, which supplies NO synthesis, changes the functions of this enzyme. In this study, the role of eNOS Glu298Asp gene polymorphism in etiopathogenesis, its course, and treatment of ITP was investigated.
Sixty-six patients [51 newly diagnosed ITP (ND-ITP), 15 chronic ITP (CH-ITP), and 60 healthy controls (HC)] were enrolled in this study.
In all patients, the frequency of the GT genotype was 48.5%. The frequency of the GG genotype was determined to be 40.9% and the TT genotype was 10.6%. The most common allele in all patients was the G allele. eNOS Glu298Asp gene polymorphism might be a risk factor in the etiopathogenesis of ITP. Patients with the GG genotype were thought to have a high intention for CH-ITP. Patients with the GG genotype responded effectively to medical treatment using IVIG therapy. The presence of the G allele was observed to have a positive effect on the medical treatment of patients with CH-ITP, whereas the T allele exhibited a negative effect.
In the present study, a significant correlation was found between ITP and eNOS Glu298Asp gene polymorphism. This correlation suggested that eNOS Glu298Asp gene polymorphism might be a risk factor in the ethiopathogenesis of ITP."
35919640,Laparoscopic splenectomy in patients with idiopathic thrombocytopenic purpura and very low platelet count.,"Chronic idiopathic thrombocytopenic purpura (ITP), is an autoimmune disease associated with a reduction in circulating blood platelets under 150±10
From April 2007 to January 2012, laparoscopic splenectomy was performed on 60 patients with chronic ITP who could not achieve a sustained recovery after steroid therapy.
Patients consisted of male/female ratio of 24 (40%):36 (60%) with the mean age of 53±15.1 years. All patients had normal coagulation state even with very low platelet count (below 5×10
Laparoscopic splenectomy should be considered initially in the management of ITP. Also, very low platelet count should not be contraindicated for laparoscopic splenectomy in ITP patients and sometimes perioperative platelet transfusion may be unnecessary."
35917140,Re-evaluate the Prognostic Value of Absolute Lymphocyte Count in Pediatric Immune Thrombocytopenia.,"To re-evaluate the prognostic value of absolute lymphocyte count (ALC) in pediatric immune thrombocytopenia (ITP) from the perspective of age. A total of 242 ITP pediatric patients, including 141 newly diagnosed ITP (nITP), 89 chronic ITP (cITP), and 12 persistent ITP, were retrospectively reviewed for this study. These patients were divided into 3 groups according to age (group 1, ≤24 m; group 2, 24-72 m; and group 3, >72 m). The ALC detected at admission was significantly different between nITP and cITP patients without considering their age difference (5.22 vs. 3.55×10 9 /L, P <0.001). However, no significant difference was discovered after age stratification (≤24 m: 6.52 vs. 5.34×10 9 /L, P =0.161; 24-72 m: 3.78 vs. 3.63×10 9 /L, P =0.748; > 72 m: 2.53 vs. 2.40×10 9 /L, P =0.748). ROC analysis showed that the prognostic value of ALC in ITP children was limited (area under curve (AUC): ≤24 m, 24-72 m, and >72 m were 0.591, 0.570, and 0.542, respectively). Analysis of covariance showed there was no significant difference in ALC between nITP and cITP when considering age as a covariate ( P =0.131). Instead, the ROC showing that platelet to lymphocyte ratio (PLR) has prognostic value in pediatric ITP independent of age stratification (≤24 m: AUC, 0.688; 24-72 m: AUC, 0.741; >72 m: AUC, 0.680). In conclusion, there was no significant difference of ALC between nITP and cITP patients when stratified by different age groups, and PLR may be an optional prognostic indicator for ITP."
35916756,Paraneoplastic syndromes: A focus on pathophysiology and supportive care.,"This article aims to increase awareness of, outline pathophysiology for, and offer guidance on supportive care strategies for specific endocrine, neurological, and immunological syndromes associated with paraneoplastic syndromes (PNSs).
PNS refers to remote effects that cannot be attributed to the direct or invasive effects of a malignancy. These syndromes are considered clinically important because they may provide early recognition, diagnosis, and management of the malignancy in a timely manner. Many of their presenting symptoms such as ectopic Cushing's syndrome, hypercalcemia of malignancy (HCM), syndrome of inappropriate secretion of antidiuretic hormone (SIADH), neurological dysfunctions, and paraneoplastic autoimmune thrombocytopenia overlap with those of nonneoplastic disorders, yet their pathogenesis and responses to treatments differ. Management of ectopic Cushing's syndrome due to a PNS consists of treatment of the underlying malignancy and its comorbidities. Drug therapies may include ketoconazole, mitotane, metyrapone, somatostatin analogs, and dopamine agonists. Hypercalcemia may be classified into cases with parathyroid hormone (PTH)-dependent causes or PTH-independent causes such as HCM, in which osteoclast inhibitors may be deployed. Treatments of PNS-mediated SIADH include treatment of the underlying malignancy and strategies to increase serum sodium levels. Amifampridine is now considered the first-line agent for paraneoplastic Lambert-Eaton myasthenic syndrome, whereas steroids, intravenous immune globulin, thrombopoietin receptor agonists (eg, romiplostim, eltrombopag, and avatrombopag), fostamatinib, and rituximab may find their niche in treatment of PNS-mediated autoimmune thrombocytopenia.
Supportive care for PNSs lends opportunities to pharmacists to add quality, value, and safety."
35902837,"Antibody waning after immunosuppressive chemotherapy and immunomodulators, re-immunization considerations in pediatric patients with malignancy and chronic immune thrombocytopenic purpura.","Immunosuppressive chemotherapy increase the risk of vaccine-preventable infectious diseases in children; nevertheless, chemotherapy may result in delay or miss updated immunization schedules. The predictable antibody waning after incomplete primary immunization series may be intensified at the end of chemotherapy. This study aimed to investigate post-chemotherapy vaccine immunity waning at the end of immunosuppressive therapy in children with malignancy and hematologic disorders.
Children with malignancies and hematologic disorders including chronic immune thrombocytopenic purpura (ITP) younger than 18 years old were enrolled from September 2015 to August 2019. Eligible patients who completed their treatment protocol for at least 6 months were recruited. The patient information, including sex, age at the date of diagnosis, number of chemotherapy sessions, underlying disease, and vaccination history, was taken by chart review using predefined questionnaires. The patient's blood samples were obtained, and serum IgG antibody titer checked against diphtheria, tetanus, hepatitis B virus (HBV), mumps, measles, and rubella (MMR) were measured by enzyme-linked immunosorbent assay (ELISA).
110 children receiving immunosuppressive chemotherapy were recruited. Forty-four (40%) of the children tested were girls and 66 (60%) were boys. The mean age of patients was 5.5 years with a range of 2 to 13 years. Of 110 studied children, 27.3% were seronegative for all antibodies. On average, patients undergo 19 episodes of chemotherapy. The mean chemotherapy sessions were significantly greater in children who were seronegative for all tested antibodies (mean: 36.2, 95% CI 33.16 to 39.24, p-value < 0.001). No statistically significant differences were observed regarding the patient's sex and age between the seropositive and seronegative groups (p-value 0.513 and 0.060, respectively). Based on Poisson regression model analysis, the female gender was associated with 37% lower odds of seronegativity (incidence rate ratio (IIR): 0.63; [95% conf. interval: 0.39 to 1.01, p-value: 0.55]), while chemotherapy sessions 30 or more was associated with significant odds of seronegativity for all tested vaccines (IIR: 25.41; [95% conf. interval: 6.42 to 100.57, p-value < 0.001]).
Our results reemphasized planned catchup immunization in children undergoing immunosuppressive chemotherapy for malignancy, especially against tetanus, diphtheria, and hepatitis B at least 6 months after the end of chemotherapy sessions."
35902184,Relapse of immune thrombotic thrombocytopenic purpura (iTTP) possibly triggered by COVID-19 vaccination and/or concurrent COVID-19 infection.,"Thrombotic thrombocytopenic purpura (TTP) is a life-threatening disease that may be triggered by inflammation, including infection or vaccination. Since the start of the COVID-19 pandemic, several case reports were published on de novo or relapsed immune TTP (iTTP) in COVID-19-infected patients. Case reports of iTTP episodes following vaccination against COVID-19 are also emerging. We report a case of relapsed iTTP in a patient who received Moderna mRNA-1273 SARS-CoV-2 vaccine and developed concurrent severe COVID-19 infection. The patient's iTTP was successfully managed with caplacizumab, therapeutic plasma exchange and high-dose steroids. We summarise published cases of iTTP associated with COVID-19 infection or vaccination."
35875282,Secondary Immune Thrombocytopenic Purpura Due to Primary Epstein- Barr Virus Infection.,"A rare complication of infectious mononucleosis is immune thrombocytopenic purpura (ITP). The majority of people affected by Epstein-Barr Virus (EBV) are below the age of 30, while ITP is usually seen with peaks of incidence in the elderly and children. The unique case of an otherwise healthy 22-year-old female will be discussed, with an initial presentation of ecchymosis, rash, and epistaxis, and was subsequently found to have severe thrombocytopenia. The diagnosis of primary EBV infection due to EBV was eventually made, responsive to intravenous (IV) Methylprednisolone. It is important to consider primary EBV infection in the differential diagnosis of a patient who presents with acute thrombocytopenia."
